student_id,age,gender,major,GPA,course_load,avg_course_grade,attendance_rate,enrollment_status,lms_logins_past_month,avg_session_duration_minutes,assignment_submission_rate,forum_participation_count,video_completion_rate,risk_level
S588,20,Male,Engineering,3.67,5,87.5,0.95,Leave,4,70,0.7,1,0.65,Low
S589,21,Male,Arts,3.0,4,72.5,0.7,Active,5,36,0.61,13,0.91,High
S590,22,Male,Engineering,3.07,5,62.4,0.63,Active,27,49,0.51,10,0.84,High
S591,18,Female,Computer Science,2.29,3,88.1,0.74,Leave,4,74,0.79,12,0.99,High
S592,25,Other,Engineering,3.57,5,60.4,0.9,Leave,38,42,0.61,6,0.63,Low
S593,22,Other,Business,2.84,3,76.4,0.82,Active,37,77,0.6,9,0.74,Medium
S594,21,Female,Engineering,3.0,4,73.2,0.93,Active,1,80,0.56,0,0.75,Low
S595,21,Other,Engineering,3.57,4,87.7,0.98,Leave,38,18,0.59,3,0.62,Low
S596,21,Male,Computer Science,3.2,3,90.6,0.92,Graduated,20,25,0.52,17,0.8,Low
S597,22,Other,Engineering,2.4,5,72.2,0.84,Leave,39,14,0.84,5,0.72,High
S598,24,Male,Engineering,3.18,4,92.5,0.8,Graduated,36,32,0.7,1,0.72,Medium
S599,21,Female,Arts,2.82,6,71.8,0.62,Active,17,52,0.78,2,0.68,High
S600,23,Male,Arts,2.94,4,77.9,0.99,Active,11,66,0.82,13,0.51,Medium
S601,22,Other,Business,2.06,5,89.1,0.75,Graduated,16,60,0.99,7,0.76,High
S602,25,Other,Arts,2.42,6,87.7,0.66,Leave,36,22,0.53,15,0.67,High
S603,21,Other,Arts,2.56,5,99.5,0.87,Active,37,33,0.71,18,0.5,Medium
S604,23,Female,Arts,3.43,3,69.0,0.71,Graduated,14,20,0.62,17,0.65,High
S605,24,Female,Arts,2.02,6,86.5,0.83,Leave,6,61,0.74,5,0.64,High
S606,20,Other,Computer Science,2.82,5,84.4,0.83,Graduated,13,26,0.96,13,0.7,Medium
S607,24,Male,Arts,3.85,6,96.6,0.78,Leave,0,46,0.86,2,0.57,Medium
S608,25,Female,Computer Science,2.22,5,66.3,0.93,Leave,37,22,0.83,15,0.75,High
S609,21,Other,Computer Science,3.03,6,90.1,0.71,Leave,2,71,0.72,0,0.85,High
S610,25,Other,Arts,3.57,5,82.7,0.78,Leave,36,17,0.84,11,0.82,Medium
S611,22,Female,Engineering,3.89,3,71.0,0.82,Graduated,30,65,0.52,13,0.9,Medium
S612,19,Female,Computer Science,3.49,6,79.0,0.87,Graduated,12,79,0.79,18,0.73,Low
S613,21,Female,Engineering,3.44,6,73.4,0.91,Graduated,17,53,0.78,18,0.76,Low
S614,19,Male,Engineering,3.65,6,83.2,0.76,Graduated,16,69,0.67,8,0.91,Medium
S615,23,Male,Arts,2.89,6,95.6,0.86,Graduated,16,50,0.6,6,0.71,Medium
S616,20,Other,Business,3.61,3,82.8,0.66,Leave,10,30,0.9,13,0.85,High
S617,18,Female,Arts,2.02,6,85.3,0.97,Active,19,51,0.53,4,0.72,High
S618,25,Male,Business,3.85,4,80.7,0.75,Active,9,83,0.53,17,0.71,Medium
S619,24,Female,Business,2.89,3,62.0,0.89,Graduated,28,83,0.72,8,0.88,Medium
S620,20,Other,Arts,3.11,4,69.3,0.61,Graduated,33,38,0.63,6,0.59,High
S621,21,Male,Arts,2.51,6,79.7,0.68,Active,16,89,0.87,8,0.67,High
S622,19,Male,Business,3.49,5,72.4,0.79,Leave,12,74,0.82,3,0.61,Medium
S623,24,Male,Arts,2.15,4,67.3,0.95,Graduated,38,26,0.89,16,0.68,High
S624,19,Other,Business,3.75,6,80.2,0.81,Leave,26,39,0.66,11,0.62,Medium
S625,22,Female,Engineering,3.66,4,72.9,0.97,Active,25,35,0.87,5,0.79,Low
S626,19,Male,Arts,2.43,6,70.3,0.79,Active,27,62,0.93,17,0.9,High
S627,22,Other,Engineering,3.62,6,78.6,0.8,Graduated,12,28,0.67,7,0.89,Medium
S628,23,Female,Computer Science,3.57,6,65.3,0.65,Leave,11,62,0.67,14,0.68,High
S629,24,Other,Engineering,3.26,5,97.1,0.92,Graduated,27,26,0.95,2,0.99,Low
S630,24,Female,Engineering,2.75,4,94.7,0.7,Active,1,55,0.52,1,0.8,High
S631,18,Other,Business,2.54,3,88.3,0.96,Leave,36,62,0.68,8,0.7,Medium
S632,21,Female,Engineering,2.46,3,64.2,0.96,Graduated,33,73,0.56,7,0.92,High
S633,22,Male,Arts,2.64,3,91.0,0.98,Graduated,22,54,0.51,3,0.86,Medium
S634,18,Female,Business,3.81,3,92.3,0.81,Graduated,28,58,0.56,1,0.87,Medium
S635,19,Other,Computer Science,2.16,6,90.7,0.87,Active,34,28,0.72,13,0.6,High
S636,19,Other,Arts,3.66,4,64.6,0.91,Graduated,10,80,0.84,1,0.73,Low
S637,18,Female,Computer Science,2.7,4,85.8,0.65,Leave,32,74,0.64,1,0.93,High
S638,24,Male,Engineering,3.04,5,93.4,0.84,Graduated,10,46,0.92,6,0.75,Medium
S639,19,Male,Arts,3.59,4,83.1,0.61,Active,8,79,0.72,11,0.84,High
S640,25,Female,Arts,3.77,4,85.9,0.8,Graduated,13,35,0.98,5,0.79,Medium
S641,23,Female,Computer Science,2.69,4,78.3,0.66,Active,8,11,0.98,17,0.92,High
S642,23,Other,Arts,2.92,5,81.1,0.67,Active,38,68,0.89,3,0.64,High
S643,25,Male,Arts,2.83,3,61.4,0.75,Leave,2,14,0.97,18,0.79,Medium
S644,18,Female,Arts,2.03,4,85.6,0.77,Leave,28,46,0.85,12,0.56,High
S645,25,Male,Engineering,2.59,5,63.3,0.85,Graduated,18,40,0.95,19,0.85,Medium
S646,22,Female,Computer Science,2.92,5,77.4,0.63,Active,35,85,0.62,1,0.87,High
S647,22,Female,Arts,2.82,6,71.7,0.8,Active,31,57,0.67,7,0.52,Medium
S648,18,Male,Business,3.44,5,81.8,0.67,Leave,6,15,0.88,18,0.84,High
S649,25,Female,Business,2.77,3,65.3,0.83,Leave,27,24,0.71,8,0.71,Medium
S650,22,Female,Business,2.98,4,87.7,0.85,Graduated,17,24,0.92,3,0.56,Medium
S651,24,Other,Business,2.86,5,91.8,0.82,Active,4,70,0.94,15,0.71,Medium
S652,25,Female,Engineering,3.48,3,66.5,0.9,Leave,22,25,0.65,18,0.6,Low
S653,24,Female,Arts,3.73,5,64.2,0.73,Graduated,21,29,0.91,9,0.71,High
S654,22,Female,Computer Science,3.06,5,65.8,0.91,Active,25,86,0.58,5,0.69,Low
S655,23,Other,Arts,3.58,5,95.1,0.77,Active,11,53,0.67,15,0.87,Medium
S656,22,Male,Engineering,2.59,5,81.1,0.79,Leave,39,51,0.76,9,0.89,Medium
S657,24,Other,Business,3.08,5,78.7,0.86,Graduated,18,55,0.61,12,0.8,Low
S658,20,Other,Engineering,2.69,3,64.3,0.61,Leave,0,43,0.79,8,0.51,High
S659,21,Male,Arts,2.83,4,86.0,0.86,Graduated,2,73,0.79,6,0.97,Medium
S660,19,Other,Computer Science,3.46,4,94.7,0.85,Active,26,38,0.6,3,0.84,Low
S661,25,Male,Engineering,3.76,4,93.1,0.72,Graduated,17,12,0.9,18,0.52,High
S662,20,Other,Computer Science,2.24,4,85.0,0.63,Graduated,29,18,0.82,3,0.91,High
S663,22,Male,Engineering,3.27,3,63.0,0.64,Graduated,1,84,0.66,18,0.6,High
S664,23,Female,Computer Science,3.16,6,64.5,0.97,Graduated,4,84,0.62,18,0.79,Low
S665,18,Other,Computer Science,2.24,6,62.0,0.88,Graduated,28,34,0.94,11,0.73,High
S666,22,Other,Business,2.42,3,70.3,0.65,Leave,32,51,0.92,12,0.71,High
S667,23,Other,Computer Science,2.62,3,65.4,0.74,Graduated,19,55,0.61,3,0.94,High
S668,21,Other,Business,2.33,5,70.4,0.84,Graduated,29,82,0.52,9,0.72,High
S669,22,Female,Arts,2.49,5,75.4,0.93,Active,4,68,0.9,6,0.54,High
S670,24,Other,Arts,2.54,5,97.7,0.62,Graduated,20,30,0.81,4,0.97,High
S671,18,Female,Business,2.67,4,84.4,0.69,Active,14,83,0.55,16,0.96,High
S672,23,Female,Business,3.5,5,93.4,0.96,Leave,19,31,0.79,17,0.84,Low
S673,23,Female,Engineering,3.14,6,88.4,0.6,Leave,7,38,0.73,10,0.73,High
S674,23,Female,Engineering,3.97,4,64.5,0.68,Graduated,30,72,0.89,14,0.55,High
S675,21,Male,Engineering,2.83,5,89.4,0.98,Leave,11,82,0.6,6,0.9,Medium
S676,22,Male,Arts,3.51,4,71.0,0.85,Graduated,20,70,0.73,17,0.54,Low
S677,21,Other,Engineering,3.74,6,85.6,0.7,Leave,29,73,0.58,5,0.53,High
S678,25,Male,Computer Science,3.36,5,73.6,0.63,Graduated,26,78,0.98,17,0.77,High
S679,19,Male,Computer Science,2.82,6,99.9,0.61,Graduated,25,49,0.89,15,0.58,High
S680,19,Other,Engineering,3.51,6,70.5,0.7,Active,32,84,0.87,1,0.5,High
S681,25,Other,Computer Science,2.41,6,71.2,0.95,Active,25,10,0.85,18,0.71,High
S682,22,Other,Arts,2.66,5,97.2,0.77,Active,25,74,0.71,0,0.57,Medium
S683,24,Male,Computer Science,3.09,3,61.0,0.89,Active,35,71,0.96,10,0.58,Low
S684,21,Male,Arts,3.15,5,87.9,0.97,Graduated,39,63,0.54,19,0.54,Low
S685,18,Other,Business,2.04,6,89.0,0.76,Leave,0,69,0.9,4,0.6,High
S686,23,Female,Business,3.89,5,93.5,0.68,Graduated,14,55,0.61,15,0.86,High
S687,23,Other,Business,3.39,6,99.0,0.81,Active,0,14,0.66,0,0.9,Medium
S688,22,Female,Business,2.99,3,99.0,0.96,Active,10,31,0.76,18,0.73,Medium
S689,24,Female,Computer Science,3.87,4,62.6,0.92,Leave,1,62,0.89,13,0.75,Low
S690,19,Other,Engineering,2.88,3,92.9,0.63,Active,0,79,0.92,2,0.52,High
S691,19,Other,Computer Science,3.96,3,85.9,0.88,Graduated,30,41,0.79,1,0.53,Low
S692,23,Other,Arts,3.02,4,85.9,0.83,Graduated,15,20,0.7,4,0.63,Medium
S693,22,Male,Computer Science,2.23,5,65.1,0.96,Graduated,21,19,0.97,16,0.77,High
S694,21,Female,Computer Science,3.53,4,86.0,0.65,Graduated,17,48,0.62,17,0.87,High
S695,19,Male,Arts,3.36,5,99.3,0.81,Graduated,16,40,0.9,0,0.8,Medium
S696,21,Male,Business,3.55,5,96.5,0.95,Leave,29,21,0.81,14,0.7,Low
S697,24,Other,Business,3.9,6,77.6,0.76,Graduated,9,89,0.69,8,0.56,Medium
S698,19,Male,Business,3.55,6,61.6,0.79,Active,34,47,0.5,4,0.89,Medium
S699,19,Other,Engineering,3.22,4,74.5,0.63,Active,20,76,0.72,12,0.68,High
S700,20,Female,Arts,3.71,3,93.1,0.71,Active,15,75,0.64,18,0.87,High
S701,19,Other,Arts,3.35,4,88.1,0.73,Active,5,61,0.55,9,0.76,High
S702,25,Male,Computer Science,2.82,5,78.4,0.98,Leave,2,14,0.54,19,0.87,Medium
S703,18,Male,Engineering,3.77,6,62.2,0.71,Active,20,20,0.67,13,0.95,High
S704,25,Other,Business,2.44,4,77.1,0.78,Leave,12,34,0.81,11,0.96,High
S705,22,Other,Engineering,3.43,4,78.8,0.87,Active,17,44,0.92,10,0.77,Low
S706,22,Male,Arts,3.76,6,97.1,0.66,Leave,23,44,0.59,6,0.76,High
S707,21,Female,Arts,3.46,6,85.6,0.79,Leave,26,31,0.71,16,0.63,Medium
S708,25,Female,Computer Science,3.39,6,72.5,0.9,Leave,3,46,0.7,17,0.97,Low
S709,25,Other,Computer Science,3.51,5,81.0,0.95,Active,21,64,0.76,6,0.73,Low
S710,25,Female,Arts,2.93,6,62.6,0.85,Leave,23,84,0.9,19,0.56,Medium
S711,24,Male,Business,3.75,3,98.9,0.87,Graduated,39,81,0.78,5,0.72,Low
S712,19,Other,Business,2.41,4,74.4,0.65,Graduated,9,73,0.92,10,0.56,High
S713,18,Male,Engineering,2.25,6,79.1,0.98,Active,1,29,0.76,11,0.75,High
S714,21,Male,Arts,2.57,6,74.2,0.65,Graduated,39,13,0.8,15,0.78,High
S715,25,Female,Arts,3.06,5,87.3,0.91,Graduated,5,27,0.72,18,0.67,Low
S716,25,Other,Business,3.02,5,86.5,0.71,Graduated,17,60,0.91,18,0.54,High
S717,20,Other,Business,3.64,4,88.6,0.97,Active,16,77,0.96,10,0.97,Low
S718,21,Female,Arts,2.81,3,70.7,0.89,Active,37,29,0.82,15,0.89,Medium
S719,25,Male,Computer Science,2.97,4,72.6,0.9,Graduated,22,18,0.91,11,0.92,Medium
S720,21,Male,Arts,2.03,6,65.0,0.69,Active,29,89,0.53,7,0.68,High
S721,19,Male,Arts,2.82,3,86.2,0.78,Leave,20,35,0.95,2,0.88,Medium
S722,20,Male,Business,3.3,3,61.6,0.85,Graduated,9,34,0.59,1,0.74,Low
S723,21,Other,Business,2.03,3,83.9,0.91,Active,12,77,0.63,5,0.6,High
S724,18,Other,Computer Science,2.56,3,94.8,0.64,Active,11,50,0.53,15,0.56,High
S725,18,Female,Computer Science,2.42,4,95.6,0.98,Graduated,8,68,0.98,19,0.67,High
S726,22,Female,Engineering,2.08,5,78.0,0.96,Active,3,54,0.93,14,0.57,High
S727,20,Other,Arts,2.96,5,78.4,0.71,Graduated,38,50,0.96,13,1.0,High
S728,20,Other,Business,2.36,6,63.1,0.93,Active,23,47,0.92,1,0.52,High
S729,22,Male,Computer Science,3.49,5,86.8,0.81,Leave,33,28,0.74,19,0.72,Medium
S730,21,Male,Engineering,3.7,5,92.9,0.78,Graduated,38,23,0.96,17,0.73,Medium
S731,20,Female,Engineering,3.09,5,69.8,0.73,Leave,4,30,0.98,13,0.65,High
S732,18,Other,Business,3.96,5,76.9,0.83,Graduated,14,24,0.75,17,0.79,Medium
S733,18,Female,Business,2.9,6,93.6,0.89,Active,3,12,0.59,1,0.57,Medium
S734,25,Other,Engineering,3.03,4,95.1,0.76,Leave,38,46,0.83,0,0.89,Medium
S735,19,Male,Computer Science,3.98,3,69.7,0.85,Active,7,55,0.99,19,0.67,Low
S736,20,Female,Engineering,2.46,5,82.0,0.88,Graduated,23,25,0.94,1,0.8,High
S737,21,Female,Arts,3.89,4,67.7,0.88,Graduated,27,23,0.93,8,0.86,Low
S738,22,Other,Arts,2.09,5,64.1,0.62,Graduated,26,18,0.97,8,0.94,High
S739,22,Male,Business,2.89,5,96.4,0.94,Graduated,0,16,0.95,15,0.92,Medium
S740,21,Female,Computer Science,2.14,3,92.8,0.78,Graduated,33,23,0.89,10,0.8,High
S741,24,Male,Computer Science,3.46,3,90.4,0.7,Leave,16,15,0.86,5,0.69,High
S742,23,Female,Arts,3.22,3,62.0,0.7,Graduated,36,24,0.63,11,0.75,High
S743,19,Male,Engineering,3.41,5,93.7,0.79,Active,37,61,0.81,2,0.88,Medium
S744,22,Other,Business,2.75,5,77.5,0.95,Leave,25,81,0.76,11,0.94,Medium
S745,20,Female,Engineering,2.74,5,73.7,0.75,Active,23,43,0.93,0,0.55,Medium
S746,19,Female,Engineering,2.09,3,81.9,0.9,Graduated,38,10,0.75,8,0.69,High
S747,20,Male,Engineering,2.7,6,63.7,0.64,Active,20,78,0.56,19,0.89,High
S748,24,Male,Computer Science,3.86,4,90.3,0.79,Leave,29,29,0.5,5,0.72,Medium
S749,18,Female,Arts,2.76,6,83.3,1.0,Leave,12,89,0.84,10,0.67,Medium
S750,19,Other,Computer Science,3.66,5,67.5,0.91,Leave,36,16,0.77,2,0.71,Low
S751,25,Male,Arts,3.68,5,67.5,0.68,Active,2,16,0.67,3,0.8,High
S752,22,Male,Business,2.75,6,67.4,0.8,Leave,31,59,0.58,9,1.0,Medium
S753,19,Male,Business,3.26,5,62.3,0.69,Active,34,11,0.73,18,0.75,High
S754,19,Female,Engineering,2.19,4,83.5,0.76,Graduated,18,56,0.55,5,0.6,High
S755,19,Female,Arts,2.21,5,93.6,0.91,Graduated,13,23,0.67,0,0.58,High
S756,23,Female,Arts,2.1,4,60.7,0.91,Active,21,40,0.69,7,0.52,High
S757,19,Female,Arts,3.16,6,62.0,0.69,Leave,16,59,0.73,7,0.78,High
S758,20,Other,Engineering,2.85,6,82.9,0.97,Active,3,70,0.73,5,0.77,Medium
S759,18,Other,Engineering,3.1,5,92.8,0.84,Active,39,50,0.63,16,0.6,Medium
S760,24,Female,Business,3.04,4,73.1,0.75,Active,18,23,0.93,18,0.85,Medium
S761,21,Other,Computer Science,2.7,5,74.0,0.8,Graduated,36,14,0.68,0,0.87,Medium
S762,19,Male,Arts,3.35,3,83.9,0.84,Active,1,84,0.61,14,0.63,Medium
S763,22,Male,Arts,3.52,3,71.0,0.82,Graduated,14,14,0.59,12,0.67,Medium
S764,19,Male,Computer Science,2.03,3,61.1,0.79,Active,1,73,0.66,2,1.0,High
S765,22,Female,Arts,2.41,3,89.4,0.8,Graduated,10,38,0.53,1,0.69,High
S766,20,Male,Engineering,3.43,5,85.0,0.67,Active,22,84,0.52,2,0.88,High
S767,22,Other,Engineering,2.77,3,83.2,0.93,Active,9,14,0.8,8,0.73,Medium
S768,25,Female,Arts,3.32,4,89.7,0.82,Leave,2,45,0.81,15,0.9,Medium
S769,21,Other,Engineering,2.69,6,87.0,0.65,Leave,4,88,0.76,12,0.88,High
S770,18,Male,Engineering,2.78,6,68.2,0.91,Active,2,28,0.88,18,0.83,Medium
S771,22,Male,Arts,2.32,3,74.1,0.97,Active,37,73,0.52,17,0.93,High
S772,22,Male,Business,2.52,3,65.0,0.98,Active,12,31,0.97,11,0.97,Medium
S773,18,Female,Computer Science,3.21,3,65.2,0.75,Active,18,43,0.55,11,0.79,Medium
S774,21,Other,Engineering,2.87,5,87.0,0.65,Leave,39,65,0.84,0,0.62,High
S775,19,Female,Business,3.55,6,94.3,0.81,Graduated,34,26,0.57,19,0.7,Medium
S776,22,Female,Engineering,3.71,3,98.5,0.65,Active,23,85,0.94,7,0.88,High
S777,18,Male,Engineering,3.08,4,85.1,0.97,Leave,23,65,0.76,16,0.83,Low
S778,25,Female,Computer Science,3.52,3,67.4,0.67,Active,16,26,0.54,19,0.59,High
S779,25,Female,Engineering,2.61,6,64.2,0.7,Active,39,83,0.81,6,0.53,High
S780,20,Male,Computer Science,2.83,3,92.5,0.76,Graduated,9,27,0.5,8,0.84,Medium
S781,18,Female,Computer Science,3.43,6,83.2,0.75,Active,1,54,0.89,16,0.63,Medium
S782,20,Male,Computer Science,2.77,3,84.7,0.92,Active,22,87,0.83,9,0.75,Medium
S783,25,Male,Business,3.18,4,91.3,0.78,Graduated,5,65,0.61,3,0.87,Medium
S784,21,Male,Arts,2.37,3,88.1,0.67,Graduated,1,89,0.69,6,0.78,High
S785,19,Male,Business,3.2,4,93.4,0.71,Graduated,20,59,0.5,6,0.54,High
S786,18,Female,Arts,3.72,4,62.2,0.8,Graduated,34,67,0.85,7,0.59,Medium
S787,24,Male,Arts,3.74,3,89.9,0.66,Leave,28,27,0.66,7,0.61,High
S788,25,Male,Computer Science,3.45,4,94.0,0.84,Leave,6,89,0.79,15,0.63,Medium
S789,25,Female,Engineering,3.49,5,71.4,0.83,Leave,28,16,0.98,11,0.78,Medium
S790,24,Female,Computer Science,3.12,3,85.6,0.89,Active,36,85,0.65,14,0.75,Low
S791,23,Other,Engineering,3.17,3,72.6,0.98,Graduated,22,19,1.0,7,0.6,Low
S792,25,Female,Arts,2.27,4,98.3,0.96,Graduated,32,78,0.82,8,0.53,High
S793,22,Female,Computer Science,2.89,4,61.3,0.98,Leave,7,12,0.62,2,0.59,Medium
S794,21,Other,Engineering,2.9,3,83.2,0.7,Active,11,53,0.72,15,0.99,High
S795,18,Female,Business,3.92,5,66.7,0.65,Active,9,79,0.87,14,0.73,High
S796,24,Female,Engineering,2.86,4,88.5,0.72,Active,14,23,0.72,3,0.93,High
S797,22,Female,Computer Science,3.1,4,67.0,0.96,Leave,23,13,0.53,19,0.92,Low
S798,24,Female,Business,3.07,6,69.4,0.99,Active,25,27,0.58,15,0.76,Low
S799,18,Other,Engineering,3.27,5,79.8,0.94,Active,38,61,0.9,9,0.85,Low
S800,20,Female,Engineering,3.5,5,96.6,0.64,Active,2,47,0.82,10,0.6,High
S801,18,Female,Engineering,2.45,3,68.5,0.98,Graduated,1,89,0.78,4,0.84,High
S802,23,Other,Engineering,3.06,5,65.8,0.77,Leave,5,29,0.58,10,0.64,Medium
S803,18,Male,Engineering,3.65,3,90.4,0.6,Graduated,20,53,0.92,12,0.92,High
S804,18,Other,Business,2.93,6,80.0,0.78,Graduated,8,60,0.98,14,0.54,Medium
S805,23,Male,Arts,2.56,5,96.5,0.62,Leave,9,28,0.52,5,0.89,High
S806,21,Other,Business,3.31,4,65.9,0.82,Graduated,35,77,0.54,15,0.55,Medium
S807,25,Other,Business,3.65,6,85.8,0.74,Active,2,75,0.94,14,0.94,High
S808,18,Female,Business,2.13,3,69.3,0.79,Active,23,22,0.91,10,0.65,High
S809,23,Male,Arts,3.55,6,66.3,0.85,Active,21,71,0.81,19,0.83,Low
S810,22,Female,Computer Science,3.64,3,87.3,0.95,Active,13,70,0.97,1,0.74,Low
S811,20,Male,Arts,2.92,6,83.7,0.86,Leave,26,39,0.82,1,0.68,Medium
S812,20,Other,Business,3.97,3,90.2,0.77,Graduated,32,39,0.61,11,0.82,Medium
S813,18,Other,Engineering,3.57,5,72.4,0.93,Graduated,21,60,0.86,15,0.97,Low
S814,21,Male,Engineering,3.55,4,77.9,0.96,Active,28,57,0.82,18,0.52,Low
S815,21,Female,Business,3.5,3,76.2,0.65,Active,18,42,0.99,1,0.96,High
S816,22,Female,Engineering,2.3,6,99.4,0.81,Graduated,18,83,0.61,16,0.8,High
S817,18,Female,Business,2.43,3,71.7,0.71,Leave,5,28,0.8,13,0.9,High
S818,20,Female,Engineering,2.93,3,71.8,0.62,Graduated,18,80,0.89,15,0.69,High
S819,21,Other,Arts,2.53,3,74.2,0.87,Active,12,66,0.67,4,0.74,Medium
S820,18,Other,Computer Science,2.83,6,82.6,0.95,Active,25,28,0.69,9,0.93,Medium
S821,24,Other,Computer Science,3.78,4,70.1,0.67,Leave,21,88,0.94,16,0.71,High
S822,21,Other,Arts,3.65,5,96.6,0.92,Graduated,20,50,0.7,12,0.77,Low
S823,23,Other,Arts,3.26,4,70.6,0.94,Leave,35,51,0.81,15,0.51,Low
S824,24,Female,Business,3.72,3,95.8,0.97,Leave,1,61,0.94,8,0.58,Low
S825,25,Female,Business,3.57,6,64.1,0.71,Active,29,13,0.6,3,0.82,High
S826,21,Female,Business,2.86,4,86.3,0.96,Graduated,26,13,0.99,15,0.86,Medium
S827,20,Female,Engineering,2.4,3,96.3,0.73,Active,6,14,0.85,10,0.79,High
S828,19,Other,Business,3.03,5,66.7,0.82,Graduated,19,50,0.75,6,0.57,Medium
S829,24,Other,Arts,3.47,5,98.7,0.62,Active,30,70,0.72,16,0.72,High
S830,25,Other,Computer Science,2.87,5,78.1,0.62,Active,22,84,0.98,12,0.68,High
S831,22,Male,Engineering,3.33,3,97.8,0.89,Graduated,12,64,0.6,3,0.75,Low
S832,22,Female,Business,2.19,6,87.1,0.78,Graduated,16,84,0.66,13,0.94,High
S833,20,Female,Engineering,3.5,4,72.1,0.7,Active,3,22,0.65,9,0.89,High
S834,21,Other,Engineering,3.63,5,67.5,0.68,Graduated,13,23,0.64,9,0.54,High
S835,18,Female,Business,3.41,3,72.1,0.87,Active,19,69,0.73,9,0.95,Low
S836,21,Female,Engineering,3.93,3,63.7,0.6,Graduated,12,81,0.99,11,0.74,High
S837,20,Other,Computer Science,3.65,4,65.8,0.92,Active,2,34,0.94,1,0.87,Low
S838,22,Male,Arts,3.81,5,64.2,0.63,Active,25,53,0.66,8,0.57,High
S839,21,Male,Arts,3.87,3,76.9,0.68,Active,25,19,0.71,4,0.84,High
S840,22,Male,Computer Science,3.6,4,91.8,0.75,Leave,17,80,0.83,7,0.62,Medium
S841,24,Other,Engineering,3.35,6,65.7,0.79,Graduated,31,59,0.51,13,0.72,Medium
S842,25,Female,Business,2.01,6,65.2,0.74,Active,13,53,0.91,6,0.51,High
S843,18,Other,Engineering,2.93,6,85.7,0.73,Leave,2,23,0.94,6,0.58,High
S844,24,Other,Computer Science,3.14,5,67.9,0.99,Active,0,24,0.93,8,0.55,Low
S845,22,Female,Engineering,2.61,4,63.9,0.86,Leave,25,25,0.69,2,0.62,Medium
S846,22,Male,Arts,2.64,4,66.7,0.61,Active,23,11,0.73,13,0.55,High
S847,19,Male,Engineering,3.92,3,96.9,0.77,Active,34,39,0.51,16,0.85,Medium
S848,19,Other,Computer Science,3.78,3,92.9,0.95,Leave,13,39,0.7,17,0.51,Low
S849,24,Male,Arts,3.7,3,74.2,0.72,Leave,2,40,0.73,11,0.81,High
S850,23,Other,Engineering,2.81,4,86.2,0.64,Graduated,12,86,0.95,13,0.57,High
S851,24,Other,Engineering,2.03,3,81.5,0.9,Graduated,13,29,0.95,12,0.97,High
S852,19,Female,Arts,2.16,4,87.1,0.84,Leave,20,58,0.98,13,0.97,High
S853,22,Female,Business,2.62,4,87.3,0.83,Graduated,25,44,0.94,8,0.61,Medium
S854,20,Female,Arts,2.03,6,85.1,0.62,Leave,2,32,0.5,18,0.81,High
S855,24,Other,Business,2.03,3,70.6,0.66,Graduated,39,70,0.82,1,0.51,High
S856,22,Female,Computer Science,3.83,6,61.6,0.85,Active,3,64,0.53,10,0.97,Low
S857,20,Male,Computer Science,3.41,5,78.2,0.68,Graduated,35,76,0.64,16,0.76,High
S858,20,Male,Arts,2.62,5,95.6,0.8,Active,0,17,0.79,1,0.52,Medium
S859,19,Other,Arts,2.27,5,82.8,0.82,Active,39,49,0.85,18,0.67,High
S860,24,Other,Computer Science,3.02,4,93.3,0.71,Graduated,32,68,0.83,6,0.54,High
S861,21,Female,Business,2.01,4,99.7,0.98,Leave,6,41,0.52,17,0.7,High
S862,18,Other,Computer Science,3.88,4,66.5,0.94,Active,10,16,0.55,12,0.83,Low
S863,19,Other,Arts,2.83,3,87.7,0.89,Active,26,11,0.56,4,0.73,Medium
S864,19,Male,Computer Science,2.8,6,87.0,0.63,Graduated,13,15,0.55,17,0.69,High
S865,21,Male,Arts,2.78,4,99.2,0.64,Leave,21,45,0.59,15,0.56,High
S866,18,Female,Arts,2.14,6,99.4,0.8,Leave,15,41,0.84,14,0.62,High
S867,22,Other,Computer Science,3.28,6,87.5,0.66,Graduated,11,54,0.92,7,0.55,High
S868,23,Other,Business,3.47,6,69.7,0.99,Leave,9,51,0.7,14,0.9,Low
S869,24,Male,Engineering,3.35,3,91.9,0.66,Graduated,23,62,0.85,0,0.57,High
S870,23,Other,Computer Science,2.28,3,64.3,0.79,Graduated,17,18,0.6,16,0.8,High
S871,22,Male,Engineering,3.16,5,91.2,0.75,Graduated,21,84,0.99,14,0.67,Medium
S872,25,Female,Computer Science,3.14,5,96.4,0.86,Active,8,84,0.67,13,0.61,Low
S873,19,Male,Engineering,3.74,6,75.3,0.65,Active,16,58,0.92,13,0.82,High
S874,18,Other,Business,2.76,5,85.2,0.77,Active,37,11,0.97,9,0.73,Medium
S875,19,Female,Business,2.74,6,77.2,0.71,Graduated,39,76,0.93,1,0.7,High
S876,20,Male,Computer Science,3.24,3,77.5,0.96,Active,12,20,0.53,5,0.8,Low
S877,19,Male,Arts,3.27,3,72.4,0.62,Active,36,59,0.83,16,0.75,High
S878,19,Female,Engineering,2.94,3,90.5,0.97,Active,5,44,0.56,4,0.65,Medium
S879,22,Female,Arts,2.89,4,97.4,0.93,Graduated,20,24,0.5,4,0.78,Medium
S880,22,Male,Arts,2.99,6,97.6,0.72,Graduated,35,84,0.53,14,0.83,High
